IZ,name,year,observed,expected,pm10,jsa,price
S02000625,Cardonald South and East,2008,54,77.72322884,12.59326,4.75,0.955
S02000626,Baillieston West,2008,89,86.0981605,12.54076,2.5,0.95
S02000627,Cardonald West and Central,2008,102,122.8651034,12.15428,2,0.965
S02000628,Gorbals and Hutchesontown,2008,156,126.3662037,13.95973,4.4,1.31125
S02000629,Parkhead East and Braidfauld North,2008,60,57.29588523,13.57253,4.6,0.82998
S02000630,Tollcross,2008,101,67.60674025,12.96247,4.6,0.8725
S02000631,Kingston West and Dumbreck,2008,74,84.00499236,15.64181,3.4,0.95
S02000632,Shettleston North,2008,126,102.5819079,13.04805,4.6,0.85
S02000633,Parkhead West and Barrowfield,2008,168,97.58565532,13.49896,7.6,0.7
S02000634,Laurieston and Tradeston,2008,65,65.42751641,15.033265,6.8,1.2155
S02000635,"Calton, Galllowgate and Bridgeton",2008,145,111.8399702,14.67094,4.5,1.155
S02000636,Garrowhill West,2008,55,93.36336579,12.82354,1.4,1.4
S02000637,Cardonald North,2008,76,88.66525259,14.33972,3.45,0.91
S02000638,Craigton,2008,116,95.56992348,14.603135,3.5,0.9025
S02000639,Hillington,2008,83,71.51402334,13.02442,2.4,0.91
S02000640,Greenfield,2008,147,121.8535584,13.04805,3.25,0.85
S02000641,Penilee,2008,136,125.5511536,12.39675,4,0.925
S02000642,Kinning Park and Festival Park,2008,70,71.85078763,16.18357,2.3,1.15
S02000643,Old Shettleston and Parkhead North,2008,136,74.44918099,13.12625,5.9,1.225
S02000644,Ibrox East and Cessnock,2008,61,60.47165279,14.92525,4.7,0.8475
S02000645,Garrowhill East and Swinton,2008,44,80.68736223,13.65338,0.8,1.37
S02000646,Barlanark,2008,110,88.86475961,12.62072,5.3,0.88
S02000647,Gallowgate North and Bellgrove,2008,77,69.99098059,14.4333,4.35,1.3175
S02000648,Carntyne West and Haghill,2008,128,97.48706162,14.07813,5.95,0.7
S02000649,Ibrox,2008,39,52.85044376,13.41291,7.15,0.9025
S02000650,Dennistoun,2008,61,68.63712448,18.39942,2.8,1.2
S02000651,Anderston,2008,36,61.12190441,16.55264,2.75,1.535
S02000652,North Barlanark and Easterhouse South,2008,116,66.91543352,13.89793,8.5,1.04
S02000653,Easterhouse East,2008,62,60.27469618,13.116425,4.9,0.64
S02000654,"Cranhill, Lightburn and Queenslie South",2008,154,135.3270667,13.42341,5.8,0.97225
S02000655,City Centre West,2008,44,65.9606563,16.51956,3.7,1.39775
S02000656,Govan and Linthouse,2008,172,103.953392,13.77996,7.85,0.665
S02000657,Carntyne,2008,126,95.87252246,13.703615,2.8,0.96
S02000658,City Centre East,2008,119,173.7512128,15.33029,2.3,1.4
S02000659,Dennistoun North and Alexandra Parade,2008,141,125.0967013,16.21834,2.8,1.17725
S02000660,Drumoyne and Shieldhall,2008,161,126.6847487,14.627922,4.15,1.085
S02000661,Finnieston and Kelvinhaugh,2008,64,92.62229402,14.05652,2,1.4125
S02000662,Central Easterhouse,2008,83,59.74112333,12.97124,7.55,0.605
S02000663,Craigend and Ruchazie,2008,152,109.4147911,13.83473,6.9,1.1625
S02000664,Hillhead,2008,82,95.60622251,14.314955,2.9,1.675
S02000665,Woodlands,2008,62,82.49915542,14.84304,2.1,2.04225
S02000666,"Roystonhill, Blochairn, and Provanmill",2008,208,124.7237131,14.40286,5.8,0.95
S02000667,Riddrie and Hogganfield,2008,148,124.8530696,13.73624,3.4,1.005
S02000668,Glasgow Harbour and  Partick South,2008,41,49.50494645,14.1762,3.25,1.55
S02000669,Woodside,2008,88,75.12434001,17.09081,2.2,1.24
S02000670,Sighthill,2008,94,65.12511111,15.81763,5.2,1.23725
S02000671,Partick,2008,84,70.76964739,14.05012,3.5,1.42
S02000672,Kelvingrove and University,2008,36,80.86519645,13.78687,2.4,2.30564
S02000673,Whiteinch,2008,71,60.50395766,14.22822,4.85,1.245
S02000674,"Garthamlock, Auchinlea and Gartloch",2008,85,64.83100941,12.05105286,4.5,1.515
S02000675,Firhill,2008,86,99.77429268,13.72031,4.05,1.25
S02000676,Cowlairs and Port Dundas,2008,104,76.78598607,15.8465,5.1,1.22995
S02000677,Partickhill and Hyndland,2008,28,75.3189192,13.40461,1.1,2
S02000678,Blackhill and Barmulloch East,2008,103,72.1382159,14.57873,4.8,1.20495
S02000679,Broomhill,2008,42,82.19653059,13.78242,2.1,1.9125
S02000680,Petershill,2008,75,81.6808241,13.860115,5,0.915
S02000681,Dowanhill,2008,41,73.96463758,13.69468,1.4,2.45
S02000682,Victoria Park,2008,27,60.28782114,13.78242,1,1.9
S02000683,North Kelvin,2008,36,57.48490875,13.8871,2,2.17
S02000684,Scotstoun South and West,2008,74,71.20454499,16.8036,5.4,0.95
S02000685,Keppochhill,2008,116,86.71792064,13.72031,7.45,1.1625
S02000686,Scotstoun North and East,2008,61,90.05776767,14.02347,2.85,2.45
S02000687,Barmulloch,2008,91,71.68589261,13.52055,6.25,1
S02000688,Ruchill,2008,104,114.4950955,12.84939,3.15,1.4
S02000689,Kelvinside and Jordanhill,2008,76,133.4242228,13.15557333,1.1,2.4025
S02000690,Kelvindale,2008,41,117.6249924,13.00038,1.2,2.35
S02000691,Springburn,2008,188,110.3223394,12.58664,4.9,0.9
S02000692,Possil Park,2008,204,127.3808065,13.02931,5.5,1.4825
S02000693,Wyndford,2008,100,92.28123618,13.00038,8.3,0.8
S02000694,Springburn East and Cowlairs,2008,94,88.75842755,13.03083,5.3,0.78
S02000695,Robroyston and Millerston,2008,62,105.000127,12.3882975,1.15,1.89
S02000696,Yoker South,2008,61,68.22781568,12.4213,4.7,0.97
S02000697,Balornock,2008,140,90.50366223,12.490725,4.8,0.95
S02000698,Knightswood Park East,2008,62,82.55474204,12.85623,5.7,1.4125
S02000699,Knightswood East,2008,83,91.81569483,12.63781,4.95,1.2
S02000700,Maryhill West,2008,62,47.43261426,12.53773,7.5,0.92498
S02000701,Milton West,2008,141,85.54677384,12.31405,5.1,0.9
S02000702,Anniesland East,2008,59,82.55215589,12.616855,2.1,1.3
S02000703,Knightswood West,2008,43,60.56961881,12.1487,3.8,1.22
S02000704,Maryhill East,2008,78,67.8542042,12.09925,5.7,1.14
S02000705,Anniesland West,2008,133,133.6546759,12.76067,2.75,1.445
S02000706,Knightswood Park West,2008,111,92.76095542,12.28094,4.5,1.17
S02000707,Yoker North,2008,95,83.21220444,12.1487,3.75,1.39995
S02000708,Milton East,2008,91,77.28138405,12.36904,7.1,0.93
S02000709,Blairdardie East,2008,146,126.7586977,12.11896,4.4,1.15
S02000710,Summerston North,2008,83,87.17576295,11.91649,2.5,0.93
S02000711,Blairdardie West,2008,62,65.37268282,12.91956,2.05,1.46
S02000712,Drumchapel South,2008,92,71.17411983,12.18141,5.85,0.6925
S02000713,Summerston Central and West,2008,59,70.79313495,11.47254556,3.4,1.5
S02000714,Drumry West,2008,89,67.41761662,11.53826,4.4,0.88
S02000715,Drumchapel North,2008,84,58.96873672,11.55105,7.95,1.05
S02000716,Drumry East,2008,89,55.93700858,11.53826,7.95,0.98
S02000771,Kilmacolm Central,2008,47,62.03114478,9.610781,0.7,1.86
S02000772,"Kilmacolm, Quarriers, Greenock Upper East/Central",2008,53,85.76920052,9.189563207,1.45,1.68
S02000773,Inverkip and Wemyss Bay,2008,38,99.57801474,9.004167294,1.35,1.82
S02000774,Port Glasgow Upper East,2008,107,103.8974121,10.1969,5.2,0.83
S02000775,"Port Glasgow Mid, East and Central",2008,115,110.4051462,10.29782725,6.7,0.5
S02000776,"Port Glasgow Upper, West and Central",2008,131,116.8698985,10.45954333,4.25,1.35998
S02000777,"West Braeside, East Inverkip and West Gourock",2008,77,99.97459748,9.259503692,2,1.2375
S02000778,Greenock East,2008,93,108.583165,11.5367,5.55,1.13
S02000779,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",2008,64,103.4971402,10.489025,3.2,0.885
S02000780,Greenock Upper Central,2008,75,93.24622437,10.73289,6,0.66
S02000781,Greenock Town Centre and East Central,2008,129,136.6135636,15.14943,6.3,0.84
S02000782,"Braeside, Branchton, Lower Larkfield and Ravenscraig",2008,117,95.08442478,10.477985,5.9,0.75
S02000783,"Lower Bow & Larkfield, Fancy Farm, Mallard Bowl",2008,89,99.54216081,11.52185,5.5,0.8275
S02000784,Greenock West and Central,2008,94,134.2817627,11.53582,2.9,1.05
S02000785,"Gourock Central, Upper East and IRH",2008,70,98.87672716,10.08694,2.65,0.9975
S02000786,Gourock Upper and West Central & Upper Larkfield,2008,52,106.0944445,9.499464,2.1,1.2
S02000787,"Gourock East, Greenock West and Lyle Road",2008,77,155.4783852,10.40955,1.25,2.07163
S02000923,Stepps,2008,77,119.4482144,11.850769,1.2,1.6075
S02000925,Chryston and Muirhead,2008,93,88.94585431,11.55711833,1.9,1.32
S02000926,Moodiesburn West,2008,95,70.92218101,12.01765,3.05,0.9475
S02000927,Moodiesburn East,2008,46,64.02811671,12.168,0.8,1.525
S02000983,Lochwinnoch,2008,47,61.31892388,9.584208,1.4,1.3525
S02000984,Renfrewshire Rural South & Howwood,2008,64,75.2727842,9.438296242,0.9,2.675
S02000985,Paisley Glenburn West,2008,93,99.14536158,11.41673,3.2,0.9375
S02000986,Paisley Glenburn East,2008,73,70.37520072,11.41673,3.5,0.955
S02000987,Paisley Foxbar,2008,113,113.9621347,10.95749,4.2,0.95
S02000988,Johnstone South West,2008,132,107.3602546,10.90297,3.55,0.91
S02000989,Paisley Dykebar,2008,50,72.29356784,11.15658,0.9,1.385
S02000990,Paisley South West,2008,49,107.3928351,11.27174,0.95,1.35
S02000991,Paisley South East,2008,109,143.7996603,11.76561,4.15,0.93
S02000992,Johnstone South East,2008,75,95.31728357,11.63161,4.1,0.9
S02000993,Paisley South,2008,46,74.50338173,11.96147,0.8,1.65
S02000994,Johnstone North West,2008,111,73.97168004,11.14442,3.8,1.12
S02000995,Paisley West,2008,121,111.2731462,11.07348,2.7,0.96
S02000996,Kilbarchan,2008,45,75.72616421,10.29728,1.5,1.225
S02000997,Paisley East,2008,86,76.40104187,12.83326,4.3,0.95
S02000998,Johnstone North East,2008,73,74.08374621,11.79431,2.65,0.97
S02000999,Elderslie and Phoenix,2008,94,117.2450191,11.83847333,1.55,1.485
S02001000,Paisley Central,2008,143,137.2813366,13.05462,3.35,0.89998
S02001001,Paisley North West,2008,95,72.65231461,12.02254,7.1,0.9
S02001002,Paisley Ralston,2008,48,120.9060331,12.095295,1.1,2.16
S02001003,Paisley Ferguslie,2008,143,65.38271011,12.21236,7.75,0.816
S02001004,Paisley North East,2008,115,132.8334492,12.77114,3.3,1.015
S02001005,Linwood South,2008,89,95.49906504,11.58928,4.65,0.83
S02001006,Linwood North,2008,68,89.15464513,11.58928,2.3,0.925
S02001007,Paisley Gallowhill and Hillington,2008,164,124.9038987,14.76507333,4.65,0.8025
S02001008,Bridge of Weir,2008,69,103.3600431,9.791838333,1.2,1.79
S02001009,Houston South,2008,32,62.55124827,10.4124,0.7,1.6525
S02001010,Paisley North,2008,78,80.11362598,13.20094,3.5,0.7875
S02001011,Renfrew South,2008,112,125.1474937,13.42615,1.5,0.97
S02001012,Houston North,2008,30,62.56237986,10.20623,0.8,1.7
S02001013,Renfrew East,2008,96,121.3041909,15.27741,1,1.195
S02001014,Renfrew West,2008,128,116.0188674,13.17997,3,1.08
S02001015,Renfrewshire Rural North and Langbank,2008,46,103.8034008,10.1341043,1,2.42253
S02001016,Renfrew North,2008,75,66.48368198,12.550855,3.3,1.52
S02001017,Erskine East and Inchinnan,2008,82,113.5437605,11.75861,0.8,1.6
S02001018,Erskine Central,2008,54,110.9341736,11.133055,1.15,1.25
S02001019,Erskine West,2008,103,121.3473434,11.38842,1.4,1.24995
S02001020,Bishopton,2008,44,100.8612859,10.96418,1.05,1.8
S02001146,Fernhill and Cathkin,2008,66,74.93657707,11.84949,3.95,2.02
S02001148,Whitlawburn and Greenlees,2008,56,69.75294982,11.69014,3.35,1.53
S02001149,Vicarland and Cairns,2008,99,97.23132668,11.63116,2.4,1.1
S02001150,Burnside and Springhall,2008,74,113.6944284,11.91023,1.9,1.55
S02001152,Spittal,2008,73,70.20957882,12.50452,2.7,1.08
S02001153,Cambuslang Central,2008,71,85.73828357,12.37228,1.2,2.025
S02001154,High Crosshill,2008,34,81.58628262,12.48284,0.7,1.84
S02001156,"Halfway, Hallside and Drumsagard",2008,87,103.1995697,11.8361725,1,1.65
S02001157,Westburn and Newton,2008,65,77.77032175,11.6397,2.75,1.18
S02001158,Bankhead South,2008,43,73.42365309,12.50452,1.4,1
S02001159,"Burgh, Eastfield and Silverbank",2008,62,130.5020009,12.48284,1.45,1.52
S02001160,Burnhill and Bankhead North,2008,99,81.58333133,13.00211,3.15,0.86
S02001161,Shawfield and Clincarthill,2008,79,87.26251416,13.07169333,3.3,0.86
S02001162,Farme Cross and Gallowflat North,2008,85,74.76428201,12.69966333,2.5,1.3
S02001184,IZ One,2008,81,92.04597537,12.41001,5.15,0.865
S02001185,IZ Two,2008,124,103.9037449,11.744185,5.95,1.26
S02001186,IZ Three,2008,149,126.7912644,12.22493,4.7,0.9
S02001187,IZ Four,2008,132,117.3059994,12.15863,3.4,1.035
S02001188,IZ Five,2008,116,131.7587092,11.66995,5.2,1.1
S02001189,IZ Six,2008,48,84.1458807,12.10207,2.35,1.15
S02001190,IZ Seven,2008,70,109.0351415,11.495535,1.6,1.2375
S02001191,IZ Eight,2008,84,105.5757307,11.20419,4.85,0.93
S02001192,IZ Nine,2008,100,140.5581903,12.33979,2.25,0.95
S02001193,IZ Ten,2008,73,99.50437062,9.904094545,2.05,1.4345
S02001194,IZ Eleven,2008,46,94.17379478,10.3364254,1.9,1.3
S02001195,IZ Twelve,2008,161,122.1453282,10.27331,6.2,1.125
S02001196,IZ Thirteen,2008,87,101.876924,11.69577,5.5,1.22498
S02001197,IZ Fourteen,2008,80,94.40302721,11.1413275,3.65,0.77
S02001198,IZ Fifteen,2008,101,107.1386868,9.8406568,3.05,0.8625
S02001199,IZ Sixteen,2008,95,90.16811935,9.709366977,3.8,1.285
S02001200,IZ Seventeen,2008,79,119.5248017,9.63213125,2.9,0.95
S02001201,IZ Eighteen,2008,63,115.2993169,9.272572946,3.4,1.25
S02000260,Auchinairn,2009,111,99.5156603,11.38529,4.25,1.15
S02000261,Woodhill East,2009,26,47.77799093,10.96121,2.05,1.55
S02000262,Woodhill West,2009,46,95.01386538,10.96121,2.1,1.62
S02000263,Westerton East,2009,32,81.93078833,11.13782,1.4,1.91
S02000264,Bishopbriggs West and Cadder,2009,52,128.9152861,11.69514,2.5,1.525
S02000265,Westerton West,2009,29,58.218016,10.53271,2.4,1.475
S02000266,Kessington East,2009,32,62.94401899,10.30719,1.65,2.2677
S02000267,Lenzie South,2009,30,71.81601386,10.05309,1.4,1.65
S02000268,Bishopbriggs North and Kenmure,2009,65,138.1200524,10.58525286,1.8,1.63
S02000269,Kessington West,2009,39,86.38864605,10.602165,1.35,2.425
S02000270,Lenzie North,2009,74,126.9555927,10.88646875,2.9,1.81
S02000271,South Castlehill and Thorn,2009,36,92.58345004,10.10594825,2.2,2.35
S02000272,Kilmardinny West,2009,45,93.209035,10.30183,1.2,2.9995
S02000273,Kilmardinny East,2009,27,69.36514837,10.12481,1.35,2.4
S02000274,Rosebank and Waterside,2009,33,66.97886395,9.970437182,3.35,1.3625
S02000275,Kirkintilloch South,2009,38,63.25728191,10.8236,4.65,1.03
S02000276,North Castlehill and Thorn,2009,46,100.217924,9.919576,1.5,1.85
S02000277,Hillhead,2009,94,78.47658443,10.34668,7.75,0.9375
S02000278,Torrance and Balmore,2009,34,57.6769094,10.14689913,1.9,1.525
S02000279,Keystone and Dougalston,2009,55,107.9953214,9.649919462,1.7,1.615
S02000280,Harestanes,2009,69,76.73186859,10.1930985,5.2,0.94
S02000281,Kirkintilloch West,2009,68,91.39826078,10.172075,4,1.135
S02000282,Barloch,2009,31,80.74314549,9.152949,1.65,1.74625
S02000283,Twechar and Harestanes East,2009,36,53.94194154,9.328034143,4.8,1.05
S02000284,East Clober and Mains Estate,2009,67,70.28637156,9.385757667,3.5,1.33
S02000285,West Clober and Mains Estate,2009,31,59.30000434,8.799449,1,1.65
S02000286,Milton of Campsie,2009,63,83.9016875,8.880374857,2.6,1.4
S02000287,Lennoxtown,2009,55,96.5996365,8.410361083,4.05,1.3995
S02000310,Eaglesham and Waterfoot,2009,65,102.7823804,8.628936707,1.9,1.45
S02000311,Mearnskirk and South Kirkhill,2009,62,148.2454116,9.160721625,1.55,2.375
S02000312,North Kirkhill,2009,23,66.53730662,9.210578667,1.45,1.7183
S02000313,"Mearns Village, Westacres and Greenfarm",2009,66,111.9353326,10.040525,1.9,1.92625
S02000314,West Neilston and Uplawmoor,2009,86,116.5010689,8.399515021,3.4,1.1
S02000316,Whitecraigs and Broom,2009,27,83.03776012,9.474947,1.15,4.05
S02000317,Clarkston and Sheddens,2009,56,122.2120668,10.09506,1.5,2.05
S02000318,Crookfur and Fruin,2009,72,130.3337706,9.4089546,1.55,2.18
S02000319,Williamwood,2009,27,62.43200485,9.9044075,1.4,2.27028
S02000320,Stamperland,2009,27,70.61234872,10.29638,2,1.35375
S02000321,West Arthurlie and North Neilston,2009,84,120.822083,9.032305667,2.85,1.12194
S02000322,Auchenback,2009,83,73.95606517,9.639291,7.1,0.85
S02000323,Lower Whitecraigs and South Giffnock,2009,37,84.31435345,10.58757,1,2.93
S02000324,South Thornliebank and Woodfarm,2009,57,82.49106419,10.64255,3.1,1.265
S02000325,Netherlee,2009,53,113.0817802,10.245415,1.1,2.4675
S02000326,Merrylee and Braidbar,2009,60,121.4286119,10.64362,1.45,2.125
S02000327,North Giffnock and North Thornliebank,2009,78,94.65341117,10.57682,2.7,1.7
S02000328,"Dunterlie, East Arthurlie and Dovecothall",2009,121,119.7056458,9.873567,5.75,1.08
S02000329,Cross Stobbs,2009,47,71.82771383,9.341065,1.95,1.075
S02000584,Carmunnock South,2009,86,74.69098871,9.496928333,6.4,1.6525
S02000585,Glenwood South,2009,134,108.1567223,9.7575225,7.8,0.975
S02000586,Darnley West,2009,76,77.59219401,9.38077225,3.45,1.35
S02000587,Darnley East,2009,73,84.64736738,10.9129,6.2,0.92
S02000588,Glenwood North,2009,104,71.40722618,10.24152,8.6,0.81
S02000589,Castlemilk,2009,103,99.35676028,10.32571,6.2,0.75
S02000590,Darnley North,2009,69,57.50858555,10.4554135,3.75,1.11
S02000591,Carmunnock North,2009,33,56.44181253,9.814009,2.3,1.55
S02000592,Carnwadric West,2009,109,88.56748139,9.984822,8.1,0.72
S02000593,Muirend and Old Cathcart,2009,63,105.4021241,11.0281,2.5,1.3
S02000594,Carnwadric East,2009,64,69.75973854,10.55195,4.95,0.8
S02000595,Kingspark South,2009,55,72.57409837,10.52674,3.9,0.815
S02000596,Newlands,2009,64,108.2455079,10.79489,3.4,1.95
S02000597,Nitshill,2009,125,105.6104678,10.34835967,8.95,0.5
S02000598,Merrylee and Millbrae,2009,57,71.25281142,10.54612,2.5,1.61625
S02000599,Cathcart,2009,52,81.74580322,11.0281,4.05,1
S02000600,Kingspark North,2009,40,79.81612522,11.42598,3.15,0.9075
S02000601,Crookston South,2009,89,80.74044459,10.12879,7.8,0.75
S02000602,Pollokshaws,2009,112,109.141943,10.1543395,5.25,1.1
S02000603,Mount Florida,2009,45,75.8064044,11.366,4.3,1.1125
S02000604,Langside,2009,33,65.18541092,11.05519,3.25,1.25
S02000605,Shawlands East,2009,43,51.71422844,11.05519,4.2,1.25
S02000606,Crookston North,2009,81,67.63992184,11.32248,6.7,0.84
S02000607,Battlefield,2009,77,88.96811951,11.366,3.6,1.25
S02000608,Pollok South and West,2009,103,114.9369891,9.477655,3.5,1.48995
S02000609,Shawlands West,2009,35,60.8259854,11.41149,3.4,1.215
S02000610,Toryglen and Oatlands,2009,154,126.0166982,11.99396,7.05,0.805
S02000611,Shettleston South,2009,65,82.55550588,11.24405,3.4,1.24995
S02000612,Maxwell Park,2009,102,118.3444295,10.16254,1.8,2.2
S02000613,Carmyle and Mount Vernon South,2009,73,62.67452997,11.59436,5.2,1.03
S02000614,Strathbungo,2009,75,91.59956461,11.41149,4.8,1.16003
S02000615,Govanhill East and Aikenhead,2009,107,81.67293534,11.99396,4.95,0.855
S02000616,Govanhill West,2009,99,101.19917,11.71058,4.6,0.77
S02000617,Pollok North and East,2009,123,83.71617094,10.50681,8.2,0.825
S02000618,Baillieston East,2009,91,96.55471154,11.799718,3.65,1.49995
S02000619,Dalmarnock,2009,100,75.95629227,11.68569,8.95,0.75
S02000620,Braidfauld,2009,145,107.4108394,10.94175667,8,0.94998
S02000621,Mosspark,2009,151,121.9047877,11.15673,3.6,1.07
S02000622,Pollokshields East,2009,71,73.70134569,11.3452,3.6,1.32
S02000623,Mount Vernon North and Sandyhills,2009,33,80.75958846,10.906485,2.2,1.62
S02000624,Pollokshields West,2009,51,85.24858037,11.275145,3.3,1.44325
S02000625,Cardonald South and East,2009,73,73.39974841,11.1248,6.45,0.78
S02000626,Baillieston West,2009,105,82.10843542,11.24584,5,1.065
S02000627,Cardonald West and Central,2009,106,118.4292335,10.66695,3.35,1
S02000628,Gorbals and Hutchesontown,2009,158,122.238635,12.8779,5.7,1.1225
S02000629,Parkhead East and Braidfauld North,2009,46,55.78763758,11.95487,6.8,0.765
S02000630,Tollcross,2009,70,65.90453359,11.10712,7,0.69
S02000631,Kingston West and Dumbreck,2009,72,80.63392923,13.462815,5.3,1.0125
S02000632,Shettleston North,2009,120,96.39436654,11.48287,7.25,0.7335
S02000633,Parkhead West and Barrowfield,2009,142,95.46848454,11.848565,10.15,0.80498
S02000634,Laurieston and Tradeston,2009,74,62.47621567,13.36253,7.9,0.95
S02000635,"Calton, Galllowgate and Bridgeton",2009,151,110.9762021,12.57997,6.35,1.29
S02000636,Garrowhill West,2009,55,89.94182539,11.44556,2.9,1.35
S02000637,Cardonald North,2009,82,82.23780362,13.02193,6.25,0.9425
S02000638,Craigton,2009,111,87.06661184,13.46891,5,0.8
S02000639,Hillington,2009,74,67.79677566,11.42448,4.5,0.77613
S02000640,Greenfield,2009,124,118.1604377,11.48287,5.5,0.8625
S02000641,Penilee,2009,122,120.0412413,10.59839,5.7,0.845
S02000642,Kinning Park and Festival Park,2009,80,67.32792883,14.53123,4,0.9
S02000643,Old Shettleston and Parkhead North,2009,115,69.72823481,11.37898,9.6,1.10995
S02000644,Ibrox East and Cessnock,2009,84,59.41091204,14.24408,6.8,0.62
S02000645,Garrowhill East and Swinton,2009,47,79.71082866,12.66622,2.2,1.15
S02000646,Barlanark,2009,87,85.94398641,10.94139,7.9,0.935
S02000647,Gallowgate North and Bellgrove,2009,66,65.92221167,12.38412,5.7,1.21
S02000648,Carntyne West and Haghill,2009,143,94.05114089,12.11732,8.45,0.61625
S02000649,Ibrox,2009,52,51.55707615,12.09494,8.7,0.73
S02000650,Dennistoun,2009,34,67.81609124,15.24194,4.35,0.99
S02000651,Anderston,2009,47,60.50242757,16.01416,4.05,1.447
S02000652,North Barlanark and Easterhouse South,2009,56,65.26142357,12.65979,11.95,0.855
S02000653,Easterhouse East,2009,56,58.25595232,12.469435,7.2,0.54
S02000654,"Cranhill, Lightburn and Queenslie South",2009,190,133.0419958,12.00791,6.9,0.82075
S02000655,City Centre West,2009,48,66.12614883,15.35443,5.15,1.3
S02000656,Govan and Linthouse,2009,173,100.94273,12.24106,10.05,0.65
S02000657,Carntyne,2009,104,90.03295776,11.769795,4.55,0.72
S02000658,City Centre East,2009,123,164.8181171,13.11777,3.6,1.5
S02000659,Dennistoun North and Alexandra Parade,2009,114,123.8005067,15.09094,4.25,1.04975
S02000660,Drumoyne and Shieldhall,2009,185,121.3907953,13.302904,5.9,0.85
S02000661,Finnieston and Kelvinhaugh,2009,43,90.12338339,13.06475,3.15,1.5
S02000662,Central Easterhouse,2009,79,55.92666109,12.39743,10.6,0.4725
S02000663,Craigend and Ruchazie,2009,161,105.4261945,12.49493,9.9,0.71559
S02000664,Hillhead,2009,61,93.74838268,12.71866,4,1.55
S02000665,Woodlands,2009,72,82.6929724,13.13455,3.25,1.7
S02000666,"Roystonhill, Blochairn, and Provanmill",2009,173,121.2707689,13.30239,7.5,0.79
S02000667,Riddrie and Hogganfield,2009,137,120.1793555,12.75921333,5.8,0.835
S02000668,Glasgow Harbour and  Partick South,2009,46,50.47862876,12.86472,4.5,1.2195
S02000669,Woodside,2009,79,71.26212597,15.3172,4.2,0.923
S02000670,Sighthill,2009,62,63.07537968,14.61543,6.45,0.88
S02000671,Partick,2009,65,68.30717607,12.74423,5.3,1.2995
S02000672,Kelvingrove and University,2009,30,77.5840586,12.30277,3.3,2.1
S02000673,Whiteinch,2009,51,57.41469424,12.91721,7.15,1.19
S02000674,"Garthamlock, Auchinlea and Gartloch",2009,83,67.82977809,10.92019443,6.55,0.775
S02000675,Firhill,2009,70,95.38782943,12.0718,5.4,1.2
S02000676,Cowlairs and Port Dundas,2009,98,76.5418828,14.212615,7.45,1.13
S02000677,Partickhill and Hyndland,2009,35,72.70182828,11.72343,1.9,1.9
S02000678,Blackhill and Barmulloch East,2009,93,69.92770162,13.605815,7.75,1.125
S02000679,Broomhill,2009,46,78.88502522,12.14828,2.95,1.75
S02000680,Petershill,2009,72,83.11160493,12.562455,5.9,0.8375
S02000681,Dowanhill,2009,50,72.71772985,12.04896,2.25,2.2
S02000682,Victoria Park,2009,20,58.43745197,12.14828,2,1.7
S02000683,North Kelvin,2009,32,56.01774062,12.24545,3.2,2.06
S02000684,Scotstoun South and West,2009,116,66.91731678,17.33655,7.2,0.8375
S02000685,Keppochhill,2009,107,83.16002166,12.0718,9.6,0.64998
S02000686,Scotstoun North and East,2009,78,89.62435989,12.88844,3.95,1.49996
S02000687,Barmulloch,2009,100,70.35334944,12.70491,8.4,0.9625
S02000688,Ruchill,2009,93,111.211566,11.44925,4.35,1.331
S02000689,Kelvinside and Jordanhill,2009,69,127.9344043,11.74761667,1.85,2.1505
S02000690,Kelvindale,2009,70,112.9244817,11.40588,1.95,1.7
S02000691,Springburn,2009,129,106.452488,11.21241,7.35,0.89
S02000692,Possil Park,2009,186,124.7603361,11.72273,7.55,0.89748
S02000693,Wyndford,2009,110,88.34597441,11.40588,11.2,0.725
S02000694,Springburn East and Cowlairs,2009,105,85.68803199,11.77287,7.6,0.72
S02000695,Robroyston and Millerston,2009,74,104.698466,11.5546075,2.4,2.25
S02000696,Yoker South,2009,66,68.12350604,11.09761,7.3,0.89
S02000697,Balornock,2009,134,84.77782642,11.20531,8.1,0.815
S02000698,Knightswood Park East,2009,48,78.28708552,11.71894,7.2,1.33
S02000699,Knightswood East,2009,95,86.62649982,11.52585,6.5,0.9875
S02000700,Maryhill West,2009,61,44.73191153,11.12487,9.45,0.9
S02000701,Milton West,2009,115,83.05896968,11.11744,8.35,0.715
S02000702,Anniesland East,2009,41,78.73965282,11.09394,2.75,1.29
S02000703,Knightswood West,2009,57,58.5249237,10.66908,4.75,1.025
S02000704,Maryhill East,2009,106,66.3244568,10.61553,7.3,0.9995
S02000705,Anniesland West,2009,122,128.3423251,11.447615,4.15,1.14
S02000706,Knightswood Park West,2009,98,87.71341815,11.33556,6.15,1.1
S02000707,Yoker North,2009,109,79.29127365,10.66908,5.7,1
S02000708,Milton East,2009,93,72.82942457,11.22175,8.85,0.69975
S02000709,Blairdardie East,2009,144,119.7370146,10.53271,6.4,1.1
S02000710,Summerston North,2009,94,83.44414717,10.56901,4.2,1.45
S02000711,Blairdardie West,2009,53,62.56769867,11.47159,3.15,1.38
S02000712,Drumchapel South,2009,91,69.5331723,10.79231,9.4,0.64498
S02000713,Summerston Central and West,2009,57,70.29684641,10.63412444,5.2,1.66006
